Tweets,Likes,Retweets,Sentiment,User,Location
"MORNINGS 🌞
TUNE IN! ▶️▶️  https://t.co/BhHmMEkdoL
🎥 #LALATE 💜 #PURPLEPOWER  💜 #SEATS4STIMULUS 🗳️ ​#STIMULUS 📫 #SS300 💜 #ISTANDWITHUKRAINE #STOPRUSSIA #STOPPUTIN
#Kherson  #Odessa #GASPRICES #mykolaiv  
#nowarinukraine #ukraine #stopwar #ukraine #fourthstimulus

  Z",0,0,0,LALATE,Established October 2007
"@lapatina_ I am a church organist, and I have been playing the Ukrainian anthem after each Sunday service. I will continue until Ukraine is free of invaders. 🇺🇦 Stay strong!",0,0,1,GeorgeB 🇺🇦,"Perth, Scotland"
"@KyivIndependent THIS is Ukraine. It's not enough to kill Russians, no let's call their parents to mock them. This is NAZI practices. Europe and the world are aware. https://t.co/PKeYFk5RRe",0,0,1,Rudolf de Brouwer,
"@guardian The most scoundrel, faker and liar mass media can't keep quiet.  Who had laboratories with dangerous pathogens in Ukraine, confessed by the undersecretary of state, Victoria Nuland, when asking Zalensky to close them, is the USA..",0,0,-1,Bora Botá Pra Correr a CANALHA!,"Rio das Ostras, Brasil"
"@KremlinRussia 
Il serait temps de diriger des charges nucléaire vers Washington, New York, los Angeles et San Francisco. Ce repli vers l'est en Ukraine tourne au ridicule. Avis d'un français indépendant 😏",0,0,1,Rémi Duboucher,
"If you’re a @coopuk Member, you can #Donate your Member Rewards to the #Ukraine @decappeal in 2 simple steps:

1. Go to the Co-op app or https://t.co/2cTD4oJoDK
2. Donate Member Rewards via @Coop_Foundation. They’ll pledge the value of all donations to the DEC Appeal #ItsWhatWeDo https://t.co/4C5loFWnpo",0,0,0,Sam Queen CoOp MP,
"Львів, тримайся 🙏

#Україна #Львів #Ukraine #Lviv",0,0,0,Війна очима Українців,
Russia-Ukraine war latest: US offers Ukraine further military support as Lviv hit by missile strikes – live https://t.co/MsqIeN3XTV,0,0,1,Geo Steve,Texas
"Voice of peace    .      I appeal from UN ,please stop the war between  Ukraine  and rashia, please UN stop this fire if you not stop this fire they well be spread in all over the world, please UN ,bring peace in the world",0,0,0,Riaz Ahmad,
@MomBrille @FundacionRevida This guy was pretending to be someone else raising $ for Ukraine. Now it’s dogs. Do not send PayPal. Block.,0,0,0,Lars Vaule 🇺🇦🇺🇦🇺🇦,"Boston, Park City, Bay Area"
"❗️In #Mariupol, #Russian invaders are forcefully displacing doctors and patients of City Hospital No1

According to the eyewitnesses, the Russian military has taken in the unknown direction medical workers, the patients and other locals hiding from Russian shelling in basements.",3,2,-1,WithUkraine 24/7,Ukraine
Russian invasion of Ukraine: 31-st day https://t.co/Wjhiw0bMis via @YouTube,0,0,0,Tina,
@FoxNews KayLie has an opinion on Putin’s war of attrition in Ukraine? https://t.co/BIfZySu1Kb,0,0,0,Shango,"Maryland, USA"
"Russland und Ukraine wichtige Abnehmerländer...
https://t.co/uwFR2EBbTj",0,0,0,Bert Walther,"Vogtlandkreis, Sachsen"
"What is at stake is not only the defense of #Ukraine but the #democracy of the world
#JoeBiden
There is always #hope.....🌹
#prayforUkraine 🙏
#prayforPeace
#prayforukraine
#StopGenocide
#StopPutin
#ukraine https://t.co/DAgFMCoVFk",0,0,0,Humberto F Mandirola Brieux,Buenos Aires Argentina
https://t.co/3Z6Dilpfin,0,0,0,Maxi Henker,
#America seems to be isolating itself. Its disintegrating from within. Its expressing faux concern for homeless children in #Ukraine while ignoring them at home.,0,0,0,james,
"This was not true for Russia's most recent conflicts: the 2008 Russia-Georgia War, 2014-2015 Annexation of Crimea and War in the Donbas, or Russia's intervention in Syria. I doubt Putin would have decided to invade Ukraine if he thought it would become a… https://t.co/8MRiIjQKdE",0,0,1,GMan ☘️🇬🇧 #StandWithUkraine #WomenWontWheesht,Northern Ireland
"@REALMcCoyyyyy @RonPaul Here is the kind of nazis that Putin is erasing in Ukraine. This video is from 2015, a separatist from Donbass who was crucified and burned alive by the Azov Battalion. https://t.co/TBbJ70GF78",0,0,1,Sport and Politics,
"@The92ers I think that was Russia's objective all along. Looks like Ukraine will be broken up, Biden suggested as much.",0,0,-1,David Anon,
@Kateryna_Kruk May he Rest In Peace and Glory. 💔  Glory to Ukraine. 💙🇺🇦💛,0,0,0,Nancy Sipple Zimmerman 💛🌻💙,"Erie, PA"
Reportage en Ukraine : avec une équipe médicale qui évacue les blessés à Irpin https://t.co/Q50uDujP9j,0,0,0,Stéphane Bussard,"Geneva, Switzerland"
"@FoxNews @JesseBWatters CNN is over in Ukrainian reporting NEWS. Don Lemon is currently there reporting the fuel depot that Russia bombed today. Let me guess FAKE NEWS😂  When are your leads going like Hannity, Carlson…? I’d like to see Jesse Watters in a helmet reporting NEWS!
 https://t.co/vsImY4K8ok",0,0,-1,Kelly Chaucer,
@Emeiht @DascoliEdward @AdamDaviesPod @michaelmalice So what? Khan is pro Ukraine so you have to be pro Russia?,0,0,0,Meow Ze Ding Dong,
"Well, I just saw this tweet from 2 days ago. 

Considering I took this picture, I can say with certainty @Levi_godman is peddling fake news about #Ukraine and the #Azov regiment.

#StandWithUkraine https://t.co/orh6ItHmhn https://t.co/7RBjue881y",0,0,-1,Sarah Ashton-Cirillo,Ukraine
"Ukraine kauft deutsche Panzerfäuste für 25 Millionen Euro, die jeden russischen Panzer durchdringen https://t.co/4x6trUY6YY 
Wer da wohl die Kosten übernimmt , die Ukrainer mit Sicherheit nicht . Schwachsinn",0,0,0,MaJa,
"@ukraine_world Fighters and tanks, European countries can't offer Ukraine. But Ukraine can pick it up. It's okay to steal, it's okay to rob. Anyway, just bring it back and use it. Governments say there is little they can do because the guards guarding the equipment are not willing to fight.",0,0,1,墨钜,"Beijing, China"
"""De grandes voix, y compris de stratèges américains, n’ont pas été écoutées, comme celles de Brzezinski ou de Kissinger qui considéraient, eux aussi, l’extension de l’Otan à l’#Ukraine comme une provocation."" Maurice Gourdault-Montagne. https://t.co/xDjILKqg5I",2,1,0,Guillaume Perrault,Paris
"Krieg in der Ukraine: Frankreich, Türkei und Griechenland planen Evakuierungsmission für Mariupol https://t.co/V2Hk5aDnt2 via @derspiegel",0,0,0,Radsport - Cron,"56338 Braubach, Deutschland"
"The members of the battalion named after Kastus Kalinouski, Belarusian 19th century writer and revolutionary, took oath and became part of Ukraine’s Armed Forces. #AmritMahotsav #Russian #UkraineWar #NRLStormEels #moonswatch #F4Thailand #Bridgerton #Wordle280 #Yemen #WarCrimes https://t.co/pCmBLnoiKu",0,0,0,Abeedah Akhtar,jammu and kashmir
"This Sunday, March 27, at 18:30, join the international TV marathon #SaveUkraine 🇺🇦. All proceeds raised will go towards humanitarian relief efforts and support the victims of the #RussianAggression in #Ukraine.

Join the event via our Facebook page: https://t.co/TPlvly8zK4 https://t.co/uMizkshuwx",1,0,0,UKR Embassy in FIN,"Helsinki, Finland"
"@POTUS You are scared of Russia so not sending your army to Ukraine. Instead searching for scapegoats and now found Poland. Earlier tried to get NATO to fight Russians but they too are scared.
If Poland refuses, who next ❓",0,0,0,Bhargav.,
Who are these American soldiers fighting in Ukraine?  Mercenaries? https://t.co/IL6TkFzvOK,0,0,0,Cate,Massachusetts
"Reportedly Dzhankoy, Russian troop transports https://t.co/e1GS56A7B6

 https://t.co/cWyfMSvH5e
#ukraine #ukrainewar #russia",0,0,0,Иванна Иванов 🇺🇦,Ukraine
"@tedlieu @DeptofDefense @avindman: ""On what basis would Putin want to increase the prospects of mutually assured destruction? None. The guy loves himself. .. He is not suicidal. For him, this is all rational, based on the fact that he got away with things for so long.” 
https://t.co/tj8caLCK75",0,0,-1,Public Advocates for Economic Justice,DC
"Ukraine Bodypainting 
Painting von @petratronser &amp; @petertronser
Peter @SenjoColor - World of Bodypainting since 1992
✳ Bright colors for creative people ✳
#bodypainting #facepainting #senjocolor
▶ Bodypainting | Facepainting | Airbrush | SFX
https://t.co/M0slv7FEXm https://t.co/HWcpHsa1tj",0,0,1,SenjoColor,"Berlin, Deutschland"
"@EU_Social @NicolasSchmitEU @dubravkasuica Stop any traffic of goods and transport from/to the russian federation. Show your support in actions! This step will help russians understand that all people are united in their support for peaceful and independent #Ukraine !
#banrussia",0,0,1,Pavlo🇺🇦,Україна
@ClimateEnvoy @DohaForum No better time to insure that two crises don’t go to waste — Ukraine/Russian boycott of oil and gas plus increasing climate instabilities.,0,0,-1,Alan P. Balutis,
"@Dickmountain8 @0hmydayz @freddouglass765 @QuestioningBird @Freedom_2004 @RealScottRitter It’s impossible to know what Russias real battle strategy is, and whether they have been relatively successful, yet the news makes it seem like Ukraine is about to invade Moscow lol.",0,0,1,Blanche,
@cargoenclume @L_ThinkTank Bah normal ptdr l'Ukraine c'est à côté de l'Europe et avec poutine super mal vu par L'UE. Genéralement les pays de L'UE sont dans l'otan et comme l'Ukraine voulait rejoindre l'otan normale qu'il les aides genre ils vont pas aidé le monde entier non plus,1,0,1,Benoît Theveneau,"Vannes, France"
@jilevin Yeah but then we couldn’t help defend Ukraine. Oh wait a minute……,0,0,0,Mark,"Rhode Island, USA"
"☣️ ""Les affirmations russes selon lesquelles Hunter Biden serait en train de financer des laboratoires biologiques en Ukraine sont véridiques"", écrit le New York Post. Est-ce l'ouverture d'un autre scandale international ?👇
https://t.co/A1JKEWNU0p",1,1,1,Libertatem,Paris - France
"@elisahk92 pkoi les chaines d'info n'en parlent pas ? @CNEWS @BFMTV @LCI @Franceinfo @Guillaume_Bigot @gabriellecluzel @mbockcote @ChdOrnellas @GWGoldnadel @BVoltaire @F_Desouche @Valeurs @ivanrioufol @alexdelvalle3 @Le_Figaro @LePoint   https://t.co/wrgUytMmW6
https://t.co/9YOGHxkP4z",0,0,0,Nanie,Champagne-Ardennes
"Russians have bombed the Drobitsky Yar Holocaust Memorial near Kharkiv, damaging the symbolic Menorah structure.
@anneapplebaum
@olex_scherba
@biannagolodryga
@CNN
@BHL
https://t.co/QqnaFoXsbu",0,0,1,Lisa Shymko,Toronto-Kyiv
"“The Russians opened fire into the air. They threw flash-bang grenades into the crowd. But the residents did not disperse, on the contrary, more of them showed up,”
https://t.co/hxJsEyLFhM",0,0,1,Dame Clive Bagley KFC LCFC etc,"Under a rock, near you"
Queen + Paul Rodgers: Live In Ukraine 2008. YouTube Special. Raising fun... https://t.co/c6HldYaRFB via @YouTube,0,0,1,pandemic paulie,
"Simba the lion, wolf safely evacuated from war-torn Ukraine https://t.co/4UJllYFiaq prostřednictvím @nbcnews",0,0,1,Markéta Ludmila Chládková,Česká republika
Great turnout at the Ukraine march. No Trots. No Trot placards. No Trot litter. Bumped into legends @andrewbrown365 @mcashmanCBE @LML96_ and @MikeGapes #smallworld https://t.co/I6eVA7Wte3,2,0,1,(((Ian McKenzie))) 🇺🇦,
"Explosions are seen in #Lviv city, Ukraine. 

#live #UkraineConflict 

Source: CGTN https://t.co/jsaVGvSEyB",1,1,1,CGTN Europe,Europe
"@misorahibiki11 Okay that's fair and can agree with. I just get the vibe of Xenophobia from the generalization of Ukraine as Nazis when from my understanding it is a problem, but a much larger portion aren't affiliated with the Nazi aspects.",0,0,1,Daniel Sapphire 🇺🇦,"Georgia, USA"
"watch all the videos of the #Russian invasion of Ukraine
you can find them here in one playlist Truthfully,
I'm not lying or promoting to watch.
#Mariupol
#UkraineUnderAttack
#kiev 
#Kyiv
#Putin
#NATO
#UkraineWar
#Odessa 
#Zelensky
#StandWithUkraine
⚡
👇
https://t.co/QUTyerCkl1",1,1,-1,WORLD NEWS - أخبار العالم,
"|'Unlike the Ukraine war, however, the Tigray conflict has not led to any international sanctions or votes of condemnation in the UN General Assembly, analysts have noted.' @SteveReedMP @MarshadeCordova @CarolineLucas @Jeremy_Hunt #TigrayGenocide https://t.co/9gkzb9ieyK",1,0,1,That Tigrayan Girl,Australia
"@Jermain54305642 Men don't make sense. 3/4 of the world's problems are cause by men. 
Eg. Look at Russia Vs Ukraine... 
Men and their ego. 
Now everybody stuffer from higher gas prices.",1,0,1,BAD GYAL TALIBÁN 💯,
https://t.co/k2K1BkaYWp,0,0,0,Stormi,
#SlavaUkraini 🇺🇦 #Anonymous #HackersAgainstPutin  #Ukraine #Russia #UkraineRussianWar #RussiaUkraineWar #SlavaUkraine #IStandWithUkraine️ #Putin  and #FCKPTN https://t.co/hc44kO8k6r,1,0,0,❌Anonalytics❌ #FreeBuckaroo,127.0.0.1
@calebmaupin I wonder what you will say if Ukraine wins this war.,0,0,1,Aaron Kinney,Ministry of Truth
"@realmarcel1 @davduf toujours mieux que Kevin qui ce pignouf sur call of jurant avoir viré les nazi d'Ukraine par un hastag twitter.
on a la génération qu'on merite",0,0,0,Medoc,Yvelines
"@georgegalloway What is it that they are trying to sell and push down ppl's throat with Ukraine?  I understand wartime propaganda but what is so important that they are willing to forgo all reasoning for making Ukraine look like a victim, when it's been the puppet aggressor for years",0,0,1,فاطمة,United States
"👨‍👩‍👧‍👧Children are among those worst affected by the conflict in Ukraine, with authorities saying that at least 136 have been killed so far

✈️The UK has accepted groups of children into the country who are fleeing for their lives, including Ukrainian orphans: https://t.co/sRzXTiZtOD",0,0,-1,My London,"London, England"
Hunter Biden helped secure millions for biotech research Ukraine https://t.co/eFtNv5yYx7 via @MailOnline,0,0,1,🇮🇪 Israel is a Racist Endavour,Ireland
"""You're gonna need to send some more guys"" John McClane.

Another Russian general killed in Ukraine https://t.co/ZBN1omUieg",0,0,1,Mikael Covey,Dakota Territory
"He said he invaded Ukraine to rid it it of Nazis.  

To whose benefit was that? https://t.co/5zJjSI63gO",0,0,0,Yogi,
Un grand défenseur de la libârté ! https://t.co/WDXYYIYrpT,0,0,1,Sebastien Nadeau,"Québec, Canada"
We all stand with Ukraine https://t.co/gT91hEK2q8,1,1,0,Pam Sharman 🌻🌻🌻🌻🇺🇦🇺🇦🇺🇦🌠🌠,UK
@nashchel111 @GMarieMontgome1 @Angelo4justice3 Well he shouldn’t have come to Ukraine! And there are no Nazis except the ones Putin hired. Slava Ukraine!,0,0,0,P.J. Weber   🎙🇺🇸🇺🇦,Northern Virginia
Khalil Dewan raises the question if Ramstein airbase plays a role in the Ukraine conflict.,0,0,0,THE JIRGA,
"💬Meanwhile shadow Foreign Secretary David Lammy kicked off the vigil with a speech to the gathered crowd

🗣️🇺🇦He’s told those present to ""make some noise for Ukraine.""

Live updates: https://t.co/nyp5JRIU51",0,0,1,My London,"London, England"
"@snarwani Yes, US wants to prevent Europe from trading with their natural partners, Russia.

Further, they want to destabilize Russia, and install a regime friendly to western exploitation of Russia's resources.

It's about hegemonic control of resources, and Ukraine is being used.",0,1,1,Extremist For Love,"San Francisco, CA"
